source_index,annotator,test_row_id,referent,EN_source_sentence,EN_masculine_sentence,EN_feminine_sentence,rating,decision,judge_decision,eval_strategy_label
229,annotator_1,200.0,farmer,"The Cow Story – The farmer has gone to town for the afternoon, and the cow and the roaster can play however they want.","The Cow Story – The farmer has gone to town for the afternoon, and the cow and the roaster can play however they want until he returns.","The Cow Story – The farmer has gone to town for the afternoon, and the cow and the roaster can play however they want until she returns.",good,accept,accept,pronoun_insertion
230,annotator_1,201.0,accountant,You may think that you and your accountant have a grip on these changes.,"You may think that you and your accountant, Mr. Davis, have a grip on these changes.","You may think that you and your accountant, Mrs. Davis, have a grip on these changes.",meh,accept,accept,title_insertion
231,annotator_1,202.0,friend,"Ben, why don' t you make your friend some coffee.","Ben, why don' t you make your friend, your brother, some coffee.","Ben, why don' t you make your friend, your sister, some coffee.",good,accept,accept,relational_insertion
232,annotator_1,203.0,patient,"From the hospital, where I care for dying syphilitics, a patient sends you this.","From the hospital, where I care for dying syphilitics, a patient, my uncle, sends you this.","From the hospital, where I care for dying syphilitics, a patient, my aunt, sends you this.",good,accept,accept,relational_insertion
233,annotator_1,204.0,captain,"I hope you' il forgive me, captain.","I hope you' il forgive me, captain, sir.","I hope you' il forgive me, captain, ma'am.",meh,accept,accept,sir_maam
234,annotator_1,,coordinator,We’ll work with your in-house webmaster or marketing coordinator to make sure the site is easily updated and constantly monitored.,"We'll work with your in-house webmaster or marketing coordinator, Mr. Garcia, to make sure the site is easily updated and constantly monitored.","We'll work with your in-house webmaster or marketing coordinator, Mrs. Garcia, to make sure the site is easily updated and constantly monitored.",bad,reject,accept,title_insertion
235,annotator_1,205.0,buddy,"I' m glad you' re my ""buddy.""","I' m glad you' re my ""buddy,"" sir.","I' m glad you' re my ""buddy,"" ma'am.",good,accept,accept,sir_maam
236,annotator_1,206.0,counselor,I' m a post- trauma counselor for the sheriff' s department.,He's a post- trauma counselor for the sheriff' s department.,She's a post- trauma counselor for the sheriff' s department.,good,accept,accept,pronoun_swap
237,annotator_1,207.0,philosopher,"The skeptical Scottish philosopher critiques government and the early social critics of capitalism (""socialists"", such as Robert Owen and Saint-Simon).","The skeptical Scottish philosopher, Mr. Thompson, critiques government and the early social critics of capitalism (""socialists"", such as Robert Owen and Saint-Simon).","The skeptical Scottish philosopher, Mrs. Thompson, critiques government and the early social critics of capitalism (""socialists"", such as Robert Owen and Saint-Simon).",good,accept,accept,title_insertion
238,annotator_1,208.0,manager,"Once you’ve decided which bank to work with and it’s time to get the ball rolling, you should share your business plan, insights about your industry, and your business goals with your relationship manager.","Once you've decided which bank to work with and it's time to get the ball rolling, you should share your business plan, insights about your industry, and your business goals with your relationship manager, Mr. Nguyen.","Once you've decided which bank to work with and it's time to get the ball rolling, you should share your business plan, insights about your industry, and your business goals with your relationship manager, Mrs. Nguyen.",meh,accept,accept,title_insertion
239,annotator_1,209.0,detective,Are you sure you' re not a private detective disguised as an intern?,"Are you sure you' re not a private detective disguised as an intern, sir?","Are you sure you' re not a private detective disguised as an intern, ma'am?",good,accept,accept,sir_maam
240,annotator_1,210.0,dancer,"You can purchase these genuine FireWorks toys for yourself direct from us, whether you're a budding fire dancer or a hard-core professional.","You can purchase these genuine FireWorks toys for yourself direct from us, whether you're a budding fire dancer or a hard-core professional, sir.","You can purchase these genuine FireWorks toys for yourself direct from us, whether you're a budding fire dancer or a hard-core professional, ma'am.",good,accept,accept,sir_maam
241,annotator_1,211.0,journalist,As a freelance entertainment journalist/writer/hack you can tell how valuable an actor’s time is – at least to the studio offering him up for interview – by the amount of time you are given with him.,"As a freelance entertainment journalist/writer/hack, sir, you can tell how valuable an actor's time is – at least to the studio offering him up for interview – by the amount of time you are given with him.","As a freelance entertainment journalist/writer/hack, ma'am, you can tell how valuable an actor's time is – at least to the studio offering him up for interview – by the amount of time you are given with him.",good,accept,accept,sir_maam
242,annotator_1,212.0,warrior,Why don' t we do it where you play the samurai warrior?,"Why don' t we do it where you play the samurai warrior, sir?","Why don' t we do it where you play the samurai warrior, ma'am?",good,accept,accept,sir_maam
243,annotator_1,213.0,activist,"In this sense, I am not at all an activist or promoting any specific political concept.","In this sense, he is not at all an activist or promoting any specific political concept.","In this sense, she is not at all an activist or promoting any specific political concept.",good,accept,accept,pronoun_swap
244,annotator_1,214.0,associate,Ask your sales associate for custom pricing and options.,Ask your male sales associate for custom pricing and options.,Ask your female sales associate for custom pricing and options.,good,accept,accept,adjective
245,annotator_1,215.0,guard,Now we' ve got a security guard with a skull fracture.,Now we' ve got a male security guard with a skull fracture.,Now we' ve got a female security guard with a skull fracture.,good,accept,accept,adjective
